taxon,species,color_desc,flowering_months,family,color_id,red,orange,yellow,green,blue,purple,pink,white,brown,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,inat_phen,ob_num
Sabatia angularis (L.) Pursh,Sabatia angularis,Pink,"jul,oct",Gentianaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,355
Sabatia campanulata (L.) Torr.,Sabatia campanulata,Pink,"jun,sep",Gentianaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,6
Sabatia dodecandra (L.) Britton & al.,Sabatia dodecandra,Pink,"jun,sep",Gentianaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,2
Sabatia stellaris Pursh,Sabatia stellaris,Pink,"jul,oct",Gentianaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,32
Sagittaria engelmanniana J.G.Sm.,Sagittaria engelmanniana,White,"jun, sep",Alismataceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,10
Sagittaria graminea Michx.,Sagittaria graminea,White,"apr, nov",Alismataceae,white,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,TRUE,19
Sagittaria latifolia Willd.,Sagittaria latifolia,White,"jul, sep",Alismataceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,764
Sagittaria rigida Pursh,Sagittaria rigida,White,"jul, sep",Alismataceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,31
Sagittaria teres S.Watson,Sagittaria teres,White,"jul, sep",Alismataceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,12
Salvia lyrata L.,Salvia lyrata,Violet,"mar, jun",Lamiaceae,purple,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,213
Samolus parviflorus Raf.,Samolus parviflorus,White,"jul,oct",Samolaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,TRUE,65
Sanguinaria canadensis L.,Sanguinaria canadensis,White,"MAR,MAY",Papaveraceae,white,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,8058
Sanguisorba canadensis L.,Sanguisorba canadensis,White,"jun, oct",Rosaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,107
Sanicula canadensis L.,Sanicula canadensis,Greenish white,"jun,jul",Apiaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,12
Sanicula marilandica L.,Sanicula marilandica,Greenish white,"jun,jul",Apiaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,51
Saponaria officinalis L.,Saponaria offinalis,"Pink, white","jul,sep",Caryophyllaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,1365
Sarracenia purpurea L.,Sarracenia purpurea,Dark red,"may, aug",Sarraceniaceae,red,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,738
Saururus cernuus L.,Saururus cernuus,White,"mar,sep",Saururaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,TRUE,206
Scleranthus annuus L.,Scleranthus annuus,Green,"may,sep",Caryophyllaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,64
Scorzoneroides autumnalis (L.) Moench,Leontodon autumnalis,Yellow,"aug,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,TRUE,250
Scrophularia lanceolata Pursh,Scrophularia lanceolata,"Green, brown","may, jul",Scrophulariaceae,green,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,25
Scrophularia marilandica L.,Scrophularia marilandica,"Green, brown","jun, oct",Scrophulariaceae,green,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,75
Scutellaria elliptica Muhl.,Scutellaria elliptica,Blue,"may, jul",Lamiaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,48
Scutellaria galericulata L.,Scutellaria galericulata,Blue-violet,"jun, sep",Lamiaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,608
Scutellaria incana Spreng.,Scutellaria incana,Blue,"jun, sep",Lamiaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,115
Scutellaria integrifolia L.,Scutellaria integrifolia,Blue,"may, jul",Lamiaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,62
Scutellaria lateriflora L.,Scutellaria lateriflora,"Blue, violet","jun, oct",Lamiaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,399
Scutellaria nervosa Pursh,Scutellaria nervosa,Blue,"may, sep",Lamiaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,17
Scutellaria ovata Hill,Scutellaria ovata,Blue,"apr, jun",Lamiaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,47
Scutellaria parvula Michx.,Scutellaria parvula,Blue,"mar, jun",Lamiaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,58
Scutellaria serrata Andrews,Scutellaria serrata,Blue,"jun, sep",Lamiaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,8
Sedum acre L.,Sedum acre,Yellow,"jun, jul",Crassulaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,192
Sedum ternatum Michx.,Sedum ternatum,White,"mar,jun",Crassulaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,277
Senecio vulgaris L.,Senecio vulgaris,Yellow,"may,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,TRUE,594
Senna hebecarpa (Fernald) H.S.Irwin & Barneby,Cassia hebecarpa,Yellow,"jul, aug",Fabaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,109
Sericocarpus linifolius (L.) Britton & al.,Sericocarpus linifolius,White,"jul, oct",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,9
Sibbaldia tridentata (Aiton) Paule & Soják,Potentilla tridentata,White,"jun,aug",Rosaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,782
Sida spinosa L.,Sida spinosa,Yellow,"jun, oct",Malvaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,11
Silene acaulis (L.) Jacq.,Silene acaulis,"pink, lilac","jun,aug",Caryophyllaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,3
Silene antirrhina L.,Silene antirrhina,"Pink, white","jun,sep",Caryophyllaceae,pink,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,TRUE,13
Silene caroliniana Walter,Silene caroliniana,Pink,"mar,jun",Caryophyllaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,153
Silene dioica (L.) Clairv.,Lychnis dioica,Rose,"may,sep",Caryophyllaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,27
Silene latifolia Poir.,Lychnis alba,"White, pinkish","may,sep",Caryophyllaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,1606
Silene noctiflora L.,Silene noctiflora,"White, pinkish","jun,sep",Caryophyllaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,TRUE,6
Silene regia Sims,Silene regia,Scarlet,"jul, aug",Caryophyllaceae,red,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,184
Silene stellata (L.) W.T.Aiton,Silene stellata,White,"jul,aug",Caryophyllaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,238
Silene virginica L.,Silene virginica,Scarlet,"apr,aug",Caryophyllaceae,red,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,377
Silene vulgaris (Moench) Garcke,Silene cucubalus,White,"jun,oct",Caryophyllaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,1030
Silphium perfoliatum L.,Silphium perforliatum,Yellow,"jul,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,437
Silphium terebinthinaceum Jacq.,Silphium terebnthinaceum,Yellow,"aug,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,138
Sinapis arvensis L.,Brassica kaber,Yellow,"may, jun",Brassicaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,TRUE,17
Sisymbrium altissimum L.,Sisymbrium altissimum,Pale yellow,"jun, aug",Brassicaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,3
Sisymbrium officinale (L.) Scop.,Sisymbrium officinale,Yellow,"may, oct",Brassicaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,14
Sisyrinchium albidum Raf.,Sisyrinchium albidum,"Pale blue, white","mar,jun",Iridaceae,blue,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,40
Sisyrinchium angustifolium Mill.,Sisyrinchium angustifolium,Pale blue,"mar,jul",Iridaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,115
Sisyrinchium atlanticum E.P.Bicknell,Sisyrinchium atlanticum,Pale blue,"mar,jul",Iridaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,23
Sisyrinchium montanum Greene,Sisyrinchium montanum,Deep violet-blue,"may,jul",Iridaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,123
Sisyrinchium mucronatum Michx.,Sisyrinchium mucronatum,Violet-blue,"mar,jun",Iridaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,6
Sium suave Walter,Sium suave,White,"jul, sep",Apiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,155
Smilax glauca Walter,Smilax glauca,Green,"may,jul",Smilacaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,8
Smilax herbacea L.,Smilax herbacea,Greenish,"may,jun",Smilacaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,151
Smilax rotundifolia L.,Smilax rotundifolia,Green,"apr,jun",Smilacaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,127
Smilax tamnoides L.,Smilax tamnoides,Green,"may,jun",Smilacaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,21
Solanum carolinense L.,Solanum carolinense,"Violet, white","may, sep",Solanaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,1332
Solidago arguta Aiton,Solidago arguta,Yellow,"jul,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE,25
Solidago bicolor L.,Solidago bicolor,Whitish,"jul,oct",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,936
Solidago caesia L.,Solidago caesia,Yellow,"aug,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE,1497
Solidago canadensis L.,Solidago canadensis,Yellow,"jul,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,328
Solidago erecta Pursh,Solidago erecta,Light yellow,"aug,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE,5
Solidago flexicaulis L.,Solidago flexicaulus,Yellow,"aug,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE,967
Solidago gigantea Aiton,Solidago gigantea,Yellow,"aug,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,295
Solidago hispida Muhl. ex Willd.,Solidago hispida,Orange-yellow,"aug,oct",Asteraceae,orange,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,130
Solidago juncea Aiton,Solidago juncea,Yellow,"jun,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,699
Solidago leiocarpa DC.,Solidago cutleri,Yellow,"jul,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,31
Solidago macrophylla Banks ex Pursh,Solidago macrophylla,Yellow,"aug,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,58
Solidago nemoralis Aiton,Solidago nemoralis,Yellow,"aug,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE,393
Solidago odora Aiton,Solidago odora,Yellow,"jul,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE,43
Solidago ohioensis Riddell,Solidago ohioensis,Yellow,"aug,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,47
Solidago patula Muhl. ex Willd.,Solidago patula,Yellow,"aug,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,55
Solidago ptarmicoides (Torr. & A.Gray) B.Boivin,Aster ptarmicoides,White,"jul,sep",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,586
Solidago puberula Nutt.,Solidago puberula,Bright yellow,"aug,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE,102
Solidago randii (Porter) Britton,Solidago randii,Yellow,"jul,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,9
Solidago rigida L.,Solidago rigida,Yellow,"aug,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,255
Solidago rugosa Mill.,Solidago altissima,Yellow,"aug,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE,855
Solidago sempervirens L.,Solidago sempervirens,Yellow,"aug,nov",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE,672
Solidago squarrosa Muhl.,Solidago squarrosa,Yellow,"aug,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,104
Solidago stricta Aiton,Solidago stricta,Yellow,"aug,nov",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,8
Solidago uliginosa Nutt.,Solidago uliginosa,Yellow,"aug,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,132
Solidago ulmifolia Muhl. ex Willd.,Solidago ulmifolia,Yellow,"jul,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,76
Sonchus arvensis L.,Sonchus arvensis,Yellow,"jul,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,301
Sonchus asper (L.) Hill,Sonchus asper,Pale yellow,"jul,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,143
Sonchus oleraceus L.,Sonchus oleraceus,Pale yellow,"jul,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,TRUE,66
Sparganium americanum Nutt.,Sparganium americanum,Greenish white,"may,aug",Typhaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,10
Sparganium eurycarpum Engelm.,Sparganium eurycarpum,Greenish white,"jun,aug",Typhaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,52
Spergula arvensis L.,Spergula arvensis,White,"jun,sep",Caryophyllaceae,white,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,TRUE,3
Spergularia rubra (L.) J.Presl & C.Presl,Spergularia rubra,Pink,"jun,oct",Caryophyllaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,294
Spergularia salina J.Presl & C.Presl,Spergularia marina,"Pink, white","mar,sep",Caryophyllaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,TRUE,115
Spiranthes lacera (Raf.) Raf.,Spiranthes lacera,White,"August, September",Orchidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,248
Spiranthes lucida (H.H.Eaton) Ames,Spiranthes lucida,White,"May, August",Orchidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,52
Spiranthes romanzoffiana Cham.,Spiranthes romanzoffiana,White,"July, August",Orchidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,31
Spiranthes tuberosa Raf.,Spiranthes tuberosa,White,"June, September",Orchidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,TRUE,52
Spiranthes vernalis Engelm. & A.Gray,Spiranthes vernalis,White,"January, October",Orchidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,TRUE,92
Stachys hyssopifolia Michx.,Stachys hyssopifolia,Pale-purple,"jul, sep",Lamiaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,TRUE,5
Stachys palustris L.,Stachys palustris,Rose-purple,"apr, may",Lamiaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,81
Stachys tenuifolia Willd.,Stachys tenuifolia,Rose-purple,"apr, may",Lamiaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,13
Stellaria graminea L.,Stellaria graminea,White,"may,aug",Caryophyllaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,166
Stellaria longifolia Muhl. ex Willd.,Stellaria longifolia,White,"may,jul",Caryophyllaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,7
Stellaria pubera Michx.,Stellaria pubera,White,"mar,may",Caryophyllaceae,white,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,513
Stenanthium gramineum (KerGawl.) Morong,Stenanthium gramineum,"White, greenish","jun,sep",Melanthiaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,4
Streptopus amplexifolius (L.) DC.,Streptopus amplexifolius,Greenish,"may,jul",Liliaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,25
Streptopus lanceolatus (Aiton) Reveal,Streptopus roseus,"Rose-purple, pink","may,jul",Liliaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,281
Stylophorum diphyllum (Michx.) Nutt.,Stylophorum diphyllum,Deep-yellow,"mar, may",Papaveraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,1133
Stylosanthes biflora (L.) Britton & al.,Stylosanthes biflora,Yellow,"May, September",Fabaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,TRUE,21
Symphyotrichum boreale (Torr. & A.Gray) Á.Löve & D.Löve,Aster junciformis,"Violet, rose, white","jul,oct",Asteraceae,purple,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,29
Symphyotrichum cordifolium (L.) G.L.Nesom,Aster cordifolius,"Blue-violet, rose","aug,oct",Asteraceae,blue,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE,1356
Symphyotrichum ericoides (L.) G.L.Nesom,Aster ericoides,White,"aug,oct",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE,424
Symphyotrichum laeve (L.) Á.Löve & D.Löve,Aster laevis,"Blue, violet","aug,oct",Asteraceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE,249
Symphyotrichum lateriflorum (L.) Á.Löve & D.Löve,Aster lateriflorus,"White, purple","aug,oct",Asteraceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE,764
Symphyotrichum novae-angliae (L.) G.L.Nesom,Aster novae-angliae,"Violet-purple, rose, white","aug,oct",Asteraceae,purple,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE,3580
Symphyotrichum novi-belgii (L.) G.L.Nesom,Aster novi-belgii,Violet,"jul,oct",Asteraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,TRUE,76
Symphyotrichum patens (Dryand. ex Aiton) G.L.Nesom,Aster undulatus,Light blue-violet,"aug,nov",Asteraceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,TRUE,23
Symphyotrichum pilosum (Willd.) G.L.Nesom,Aster pilosus,White,"aug,oct",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE,699
Symphyotrichum prenanthoides (Muhl. ex Willd.) G.L.Nesom,Aster prenanthoides,Blue-violet,"aug,oct",Asteraceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE,61
Symphyotrichum racemosum (Elliott) G.L.Nesom,Aster tenuifolius,"Pale purple, white","aug,oct",Asteraceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE,28
Symphyotrichum shortii (Lindl. ex Hook.) G.L.Nesom,Aster shortii,Pale violet,"sep,oct",Asteraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE,76
Symphyotrichum undulatum (L.) G.L.Nesom,Aster sagittifolius,"Blue, pinkish, white","aug,nov",Asteraceae,blue,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE,28
Symphytum officinale L.,Symphytum officinale,"Yellowish, whitish, purplish","may, aug",Boraginaceae,yellow,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,130
Symplocarpus foetidus (L.) Salisb. ex W.P.C.Barton,Symplocarpus foetidus,"Purple-brown, green","February, April",Araceae,green,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,TRUE,2350
Taenidia integerrima (L.) Drude,Taenidia integerrima,Yellow,"may, jun",Apiaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,83
Tanacetum parthenium (L.) Sch.Bip.,Chrysanthemum parthenium,White,"jun,aug",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,89
Tanacetum vulgare L.,Tanacetum vulgare,Yellow,"jul,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,1097
Taraxacum erythrospermum Andrz. ex Besser,Taraxacum erythrospermum,Yellow,"jun,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,33
Tephrosia virginiana (L.) Pers.,Tephrosia virginiana,"Pale yellow, pinkish, purple","April, July",Fabaceae,yellow,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,143
Teucrium canadense L.,Teucrium canadense,Purplish,"may, aug",Lamiaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,598
Thalictrum dasycarpum Fisch. & al.,Thalictrum dasycarpum,White,"mar, jul",Ranunculaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,51
Thalictrum dioicum L.,Thalictrum diocium,Greenish,"apr, jun",Ranunculaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,568
Thalictrum pubescens Pursh,Thalictrum polygamum,White,"jun, aug",Ranunculaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,743
Thalictrum thalictroides (L.) A.J.Eames & B.Boivin,Thalictrum thalictroides,"White, pinkish","mar,jun",Ranunculaceae,pink,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,2339
Thaspium trifoliatum (L.) A.Gray,Thaspium trifoliatum,"Yellow, purple","may, jun",Apiaceae,yellow,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,4
Thlaspi arvense L.,Thlaspi arvense,White,"apr, jun",Brassicaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,409
Tiarella cordifolia L.,Tiarella cordifolia,White,"mar, jul",Saxifragaceae,white,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,TRUE,2
