taxon,species,color_desc,flowering_months,family,color_id,red,orange,yellow,green,blue,purple,pink,white,brown,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,inat_phen
Podophyllum peltatum L.,Podophyllum peltatum,White,"may,jun",Berberidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Polanisia dodecandra (L.) DC.,Polanisia graveolens,Whitish,"may, oct",Cleomaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,TRUE
Polemonium reptans L.,Polemonium reptans,Deep blue,"may, jul",Polemoniaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Polemonium vanbruntiae Britton,Polemonium van-brunitiae,Blue-purple,"jun, jul",Polemoniaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Polygala brevifolia Nutt.,Polygala brevifolia,Rose-purple,"jun, sep",Polygalaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Polygala cruciata L.,Polygala cruciata,"Purplish, greenish","jul, oct",Polygalaceae,green,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,TRUE
Polygala curtissii A.Gray,Polygala curtissii,"White, pinkish purple","jun,oct",Polygalaceae,purple,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Polygala lutea L.,Polygala lutea,Orange-yellow,"June, October",Polygalaceae,orange,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Polygala nuttallii Torr. & A.Gray,Polygala nuttallii,"Purplish, greenish-white","July, September",Polygalaceae,green,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Polygaloides paucifolia (Willd.) J.R.Abbott,Polygala paucifolia,Rose-purple,"May, June",Polygalaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Polygala polygama Walter,Polygala polygama,"Rose-purple, white","April, June",Polygalaceae,purple,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,TRUE
Polygala sanguinea L.,Polygala sanguinea,"Rose-purple, green","June, October",Polygalaceae,green,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Polygala senega L.,Polygala senega,"White, greenish-white","June, July",Polygalaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Polygala verticillata L.,Polygala verticillata,"Greenish, whitish, purple","jul, oct",Polygalaceae,green,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Polygonatum biflorum (Walter) Elliott,Polygonatum canaliculatum,Greenish,"may,jul",Ruscaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Polygonatum pubescens (Willd.) Pursh,Polygonatum pubescens,Greenish,"may,jun",Ruscaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Polygonum articulatum L.,Polygonella articulata,"Pink, white","aug, oct",Polygonaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Persicaria amphibia (L.) Delarbre,Polygonum amphibium,Rose,"jun, sep",Polygonaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Persicaria arifolia (L.) Haraldson,Polygonum arifolium,"White, pink","jul,sep",Polygonaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Polygonum aviculare L.,Polygonum aviculare,Green,"jun, oct",Polygonaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,FALSE
Persicaria careyi (Olney) Greene,Polygonum careyi,"Purple, reddish, greenish","jul, oct",Polygonaceae,red,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,FALSE
Reynoutria japonica Houtt.,Polygonum cuspidatum,Greenish white,"jul, aug",Polygonaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Polygonum erectum L.,Polygonum erectum,Yellowish green,"jul, oct",Polygonaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,FALSE
Polygonum glaucum Nutt.,Polygonum glaucum,Pink,"jul, nov",Polygonaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Persicaria hydropiper (L.) Delarbre,Polygonum hydropiper,Green,"jul, sep",Polygonaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,TRUE
Persicaria hydropiperoides (Michx.) Small,Polygonum hydropiperoides,"Pink, purplish, white, greenish","jun, nov",Polygonaceae,green,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE
Persicaria lapathifolia (L.) Delarbre,Polygonum lapathifolium,"Pink, whitish, purplish","apr, nov",Polygonaceae,purple,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Persicaria orientalis (L.) Spach,Polygonum orientale,Rose,"jun, oct",Polygonaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Persicaria bungeana (Turcz.) Nakai ex Mori,Polygonum pensylvanicum,"Pink, rose","aug,sep",Polygonaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,FALSE
Persicaria maculosa (L.) Gray,Polygonum persicaria,"Pink, purple","jun, sep",Polygonaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,TRUE
Persicaria meisneriana (Cham. & Schltdl.) M.Gómez,Polygonum sagittatum,"White, pink","jul,oct",Polygonaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,FALSE
Bistorta vivipara (L.) Gray,Polygonum viviparum,"Pale pink, white","jun, aug",Polygonaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Polymnia canadensis L.,Polymnia canadensis,"Yellowish, whitish, purplish","jun,sep",Asteraceae,yellow,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Smallanthus uvedalius (L.) Mack. ex Mack.,Polymnia uvedalia,Yellow,"jun,jul",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Pontederia cordata L.,Pontederia cordata,Blue,"June, September",Pontederiaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Portulaca oleracea L.,Portulaca oleracea,Yellow,"jun,aug",Portulacaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Potentilla drummondii Lehm.,Potentilla anserina,Yellow,"jun,aug",Rosaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Potentilla argentea L.,Potentilla argentea,Yellow,"jun, sep",Rosaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Drymocallis arguta (Pursh) Rydb.,Potentilla arguta,White,"jun, aug",Rosaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Potentilla canadensis L.,Potentilla canadensis,Yellow,"mar, jun",Rosaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Potentilla norvegica L.,Potentilla norvegica,Yellow,"jun, aug",Rosaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Comarum palustre L.,Potentilla palustris,Purple,"jun, aug",Rosaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Potentilla recta L.,Potentilla recta,Yellow,"jun, aug",Rosaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Potentilla robbinsiana (Lehm.) Oakes ex Rydb.,Potentilla robbinsiana,Yellow,"may,jun",Rosaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,FALSE
Potentilla simplex Michx.,Potentilla simplex,Yellow,"may, jul",Rosaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Sibbaldia tridentata (Aiton) Paule & Soják,Potentilla tridentata,White,"jun,aug",Rosaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Nabalus altissimus (L.) Hook.,Prenanthes alba,Creamy white,"aug,sep",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE
Prenanthes boottii (DC.) A.Gray,Prenanthes boottii,Whitish,"jul,aug",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Nabalus serpentarius (Pursh) Hook.,Prenanthes serptentaria,Creamy white,"aug,oct",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE
Nabalus trifoliolatus Cass.,Prenanthes trifoliata,Creamy white,"aug,oct",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Primula laurentiana Fernald,Primula laurentiana,"Pink, light purple","may, aug",Primulaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Primula mistassinica Michx.,Primula mistassinica,"Pink, light purple","may, aug",Primulaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Proserpinaca palustris L.,Proserpinaca palustris,Green,"jul, sep",Haloragaceae,green,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,TRUE
Prunella vulgaris L.,Prunella vulgaris,"Violet, purplish","may, sep",Lamiaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Pterospora andromedea Nutt.,Pterospora andromedea,"White, pink","jun,aug",Ericaceae,pink,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Ptilimnium capillaceum (Michx.) Raf. ex Ser.,Ptilimnium capillaceum,White,"may, jun",Apiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Pycnanthemum incanum (L.) Michx.,Pycnanthemum incanum,"White, pale-lilac, purple","jun, jul",Lamiaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Pycnanthemum muticum (Michx.) Pers.,Pycnanthemum muticum,White,"jul, sep",Lamiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Pycnanthemum tenuifolium Schrad.,Pycnanthemum tenuifolium,White,"jun, sep",Lamiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Pycnanthemum verticillatum (Michx.) Pers.,Pycnanthemum verticillatum,White,"jul, sep",Lamiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Pycnanthemum virginianum (L.) T.Durand & B.D.Jacks. ex B.L.Rob. & Fernald,Pycnanthemum virginianum,White,"jul, aug",Lamiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Pyrola asarifolia Michx.,Pyrola asarifolia,"Pink, purple","apr, sep",Ericaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Pyrola elliptica Nutt.,Pyrola elliptica,White,"apr, aug",Ericaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Pyrola minor L.,Pyrola minor,"White, pinkish","jun, aug",Ericaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Pyrola rotundifolia L.,Pyrola rotundifolia,White,"jun, jul",Ericaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Orthilia secunda (L.) House,Pyrola secunda,"White, greenish","jun, aug",Ericaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Pyrola chlorantha Sw.,Pyrola virens,"Green, greenish-white","jun, aug",Ericaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Pyxidanthera barbulata Michx.,Pyxidanthera barbulata,"White, pinkish","mar, may",Diapensiaceae,pink,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,TRUE
Ranunculus abortivus L.,Ranunculus abortivis,Yellow,"apr, jun",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Ranunculus acris L.,Ranunculus acris,Yellow,"may, oct",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Ranunculus allegheniensis Britton,Ranunculus allegheniensis,Yellow,"apr, jul",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Ranunculus ambigens S.Watson,Ranunculus ambigens,Yellow,"may, aug",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,FALSE
Ranunculus bulbosus L.,Ranunculus bulbosus,Yellow,"mar, jun",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Halerpestes cymbalaria (Pursh) Greene,Ranunculus cymbalaria,Yellow,"may,aug",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Ranunculus fascicularis Muhl. ex Bigelow,Ranunculus fascicularis,Yellow,"apr, may",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Ficaria verna Huds.,Ranunculus ficaria,Yellow,"mar,may",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,TRUE
Ranunculus flabellaris Raf.,Ranunculus flabellaris,Yellow,"apr, jun",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Ranunculus hispidus Michx.,Ranunculus hispidus,Yellow,"apr, jun",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Ranunculus pensylvanicus L.f.,Ranunculus pensylvanicus,Pale yellow,"jun, aug",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Ranunculus recurvatus Poir.,Ranunculus recurvatus,Pale yellow,"may, jun",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Ranunculus repens L.,Ranunculus repens,Yellow,"mar, aug",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Ranunculus reptans L.,Ranunculus reptans,Yellow,"jun,aug",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Ranunculus sceleratus L.,Ranunculus sceleratus,Pale yellow,"may, sep",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,TRUE
Ranunculus septentrionalis Poir.,Ranunculus septentrionalis,Yellow,"apr,jun",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Ranunculus trichophyllus Chaix ex Vill.,Ranunculus tricophyllus,White,"may, jun",Ranunculaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Raphanus raphanistrum L.,Raphanus raphanistrum,"Pale yellow, white","jun, aug",Brassicaceae,yellow,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
Ratibida pinnata (Vent.) Barnhart,Ratibida pinnata,Yellow,"jun,aug",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Rhexia mariana L.,Rhexia mariana,Pale purple,"may, oct",Melastomataceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,TRUE
Rhexia virginica L.,Rhexia virginica,Bright purple,"may, oct",Melastomataceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Rhinanthus minor L.,Rhinanthus minor,Yellow,"may, sep",Orobanchaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Rorippa islandica (Oeder) Borbás,Rorippa islandica,Yellow,"may,sep",Brassicaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,FALSE
Rorippa sylvestris (L.) Besser,Rorippa sylvestris,Yellow,"jun, sep",Brassicaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Rubus allegheniensis (Porter) Porter,Rubus allegheniensis,White,"apr, jul",Rosaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Rubus chamaemorus L.,Rubus chamaemorus,White,"jun, jul",Rosaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Rubus idaeus L.,Rubus idaeus,White,"may, jul",Rosaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Rubus occidentalis L.,Rubus occidentalis,White,"may, jun",Rosaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Rudbeckia fulgida Aiton,Rudbeckia fulgida,Yellow,"jul,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,TRUE
Rudbeckia laciniata L.,Rudbeckia laciniata,Yellow,"jul,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Echinacea serotina (Nutt.) DC.,Rudbeckia serotina,Yellow,"jun,aug",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Rudbeckia speciosa Schrad.,Rudbeckia speciosa,Yellow,"jun,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,FALSE
Rudbeckia triloba L.,Rudbeckia triloba,Yellow,"jul,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE
Ruellia carolinensis (J.F.Gmel.) Steud.,Ruellia caroliniensis,"Blue, violet","may,sep",Acanthaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,FALSE
Ruellia strepens L.,Ruellia strepens,"Blue, violet","may,aug",Acanthaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Rumex acetosella L.,Rumex acetosella,"Red, yellowish green","jun,aug",Polygonaceae,red,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Rumex crispus L.,Rumex crispus,Green,"jun,oct",Polygonaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,TRUE
Rumex maritimus L.,Rumex martitimus,Green,"jun,sep",Polygonaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,FALSE
Rumex obtusifolius L.,Rumex obtusifolius,Green,"jun,jul",Polygonaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Rumex orbiculatus A.Gray,Rumex orbiculatus,Green,"may,aug",Polygonaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,FALSE
Rumex pallidus Bigelow,Rumex pallidus,Green,"jun,aug",Polygonaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,FALSE
Rumex verticillatus L.,Rumex verticillatus,Green,"may,jul",Polygonaceae,green,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Sabatia angularis (L.) Pursh,Sabatia angularis,Pink,"jul,oct",Gentianaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Sabatia campanulata (L.) Torr.,Sabatia campanulata,Pink,"jun,sep",Gentianaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Sabatia dodecandra (L.) Britton & al.,Sabatia dodecandra,Pink,"jun,sep",Gentianaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Sabatia stellaris Pursh,Sabatia stellaris,Pink,"jul,oct",Gentianaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Sagittaria engelmanniana J.G.Sm.,Sagittaria engelmanniana,White,"jun, sep",Alismataceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Sagittaria graminea Michx.,Sagittaria graminea,White,"apr, nov",Alismataceae,white,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,TRUE
Sagittaria latifolia Willd.,Sagittaria latifolia,White,"jul, sep",Alismataceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Sagittaria rigida Pursh,Sagittaria rigida,White,"jul, sep",Alismataceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Sagittaria teres S.Watson,Sagittaria teres,White,"jul, sep",Alismataceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Salicornia bigelowii Torr.,Salicornia bigelovii,Green,"jul,oct",Amaranthaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,FALSE
Salicornia europaea L.,Salicornia europaea,Green,"aug,oct",Amaranthaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,FALSE
Salicornia virginica L.,Salicornia virginica,Green,"jul,oct",Amaranthaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,FALSE
Kali turgidum (Dumort.) Gutermann,Salsola kali,Green,"jul,aug",Amaranthaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,FALSE
Salvia lyrata L.,Salvia lyrata,Violet,"mar, jun",Lamiaceae,purple,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Samolus parviflorus Raf.,Samolus parviflorus,White,"jul,oct",Samolaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,TRUE
Sanguinaria canadensis L.,Sanguinaria canadensis,White,"MAR,MAY",Papaveraceae,white,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Sanguisorba canadensis L.,Sanguisorba canadensis,White,"jun, oct",Rosaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Sanicula canadensis L.,Sanicula canadensis,Greenish white,"jun,jul",Apiaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Sanicula gregaria E.P.Bicknell,Sanicula gregaria,Greenish yellow,"jun,jul",Apiaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Sanicula marilandica L.,Sanicula marilandica,Greenish white,"jun,jul",Apiaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Sanicula trifoliata E.P.Bicknell,Sanicula trifoliata,Greenish white,"may,jun",Apiaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,FALSE
Saponaria officinalis L.,Saponaria offinalis,"Pink, white","jul,sep",Caryophyllaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Sarracenia purpurea L.,Sarracenia purpurea,Dark red,"may, aug",Sarraceniaceae,red,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Saururus cernuus L.,Saururus cernuus,White,"mar,sep",Saururaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,TRUE
Micranthes micranthidifolia (Haw.) Small,Saxifraga micranthidifolia,White,"mar, jun",Saxifragaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Micranthes pensylvanica (L.) Haw.,Saxifraga pensylvanica,Greenish,"mar, jun",Saxifragaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Micranthes virginiensis (Michx.) Small,Saxifraga virginiensis,White,"apr, jun",Saxifragaceae,white,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Schwalbea americana L.,Schwalbea americana,Yellowish-purple,"April, August",Orobanchaceae,yellow,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,FALSE
Scleranthus annuus L.,Scleranthus annuus,Green,"may,sep",Caryophyllaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Scrophularia lanceolata Pursh,Scrophularia lanceolata,"Green, brown","may, jul",Scrophulariaceae,green,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Scrophularia marilandica L.,Scrophularia marilandica,"Green, brown","jun, oct",Scrophulariaceae,green,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Scutellaria elliptica Muhl.,Scutellaria elliptica,Blue,"may, jul",Lamiaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Scutellaria galericulata L.,Scutellaria galericulata,Blue-violet,"jun, sep",Lamiaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Scutellaria incana Spreng.,Scutellaria incana,Blue,"jun, sep",Lamiaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
